Country (Name),Country (ISO3 code),ASFIS species (Name),ASFIS species (3-alpha code),FAO major fishing area (Name),FAO major fishing area (Code),[1950],S,[1951],S,[1952],S,[1953],S,[1954],S,[1955],S,[1956],S,[1957],S,[1958],S,[1959],S,[1960],S,[1961],S,[1962],S,[1963],S,[1964],S,[1965],S,[1966],S,[1967],S,[1968],S,[1969],S,[1970],S,[1971],S,[1972],S,[1973],S,[1974],S,[1975],S,[1976],S,[1977],S,[1978],S,[1979],S,[1980],S,[1981],S,[1982],S,[1983],S,[1984],S,[1985],S,[1986],S,[1987],S,[1988],S,[1989],S,[1990],S,[1991],S,[1992],S,[1993],S,[1994],S,[1995],S,[1996],S,[1997],S,[1998],S,[1999],S,[2000],S,[2001],S,[2002],S,[2003],S,[2004],S,[2005],S,[2006],S,[2007],S,[2008],S,[2009],S,[2010],S,[2011],S,[2012],S,[2013],S,[2014],S,[2015],S,[2016],S,[2017],S,[2018],S,[2019],S
Oman,OMN,Longtail tuna,LOT,"Indian Ocean, Western",51,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...,0,...,0,...,6608,,7445,,17257,,15669,,8528,,6658,,4266,,5065,,6705,,5088,,3967,,5316,,5020,,4379,,4798,,5318,,6011,,6854,,8024,,7791,,7646,,7883,,7754,,7753,,8052,,8564,,10217,,14287,,12976,,11161,,13954,,14524,,20894,,16613,,14684,
Oman,OMN,Narrow-barred Spanish mackerel,COM,"Indian Ocean, Western",51,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,20270,,14316,,25336,,27834,,11086,,7836,,3567,,3616,,3143,,3764,,6185,,5243,,5944,,3145,,3390,,2559,,2785,,2088,,2764,,3198,,3372,,2932,,3158,,3760,,3766,,4060,,3372,,5620,,4176,,4979,,3992,,7011,,3341,,2601,,2098,
Oman,OMN,Skipjack tuna,SKJ,"Indian Ocean, Western",51,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,372,,775,,408,,730,,227,,320,,293,,1,,2,,111,,149,,63,,106,,102,,18,,11,,80,,22,,100,,8,,23,,16,,216,,55,,206,,102,
Oman,OMN,Tuna-like fishes nei,TUX,"Indian Ocean, Western",51,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,82,,92,,214,,305,,1016,,1176,,0,,178,,477,,588,,240,,184,,366,,124,,99,,521,,188,,7,,69,,1216,,49,,449,,568,,418,,55,,369,,2028,,1225,,522,,739,,1619,,397,,1288,,1159,,2576,
Oman,OMN,Yellowfin tuna,YFT,"Indian Ocean, Western",51,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...,0,...,0,...,0,...,2237,,2520,,5842,,15485,,15998,,14084,,8996,,13419,,11366,,20707,,28477,,20718,,15905,,14897,,7377,,8377,,7945,,7114,,10236,,24310,,21969,,17524,,19848,,7046,,7021,,3202,,2029,,5582,,7769,,7207,,14957,,20859,,19407,,28601,,37074,
Other nei,,Albacore,ALB,"Indian Ocean, Eastern",57,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,,264,,251,,392,,502,,112,,1238,,1315,,663,,1748,,1929,,2368,,974,,2245,,1419,,1234,,337,,221,,712,,333,,789,,317,,41,,89,,186,,223,,499,,1310,,160,,138,,153,,124,,0,,0,,0,
Other nei,,Albacore,ALB,"Indian Ocean, Western",51,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,105,,130,,466,,453,,1267,,508,,1253,,1566,,841,,2621,,2956,,2642,,5267,,4227,,7196,,8256,,7369,,5629,,3677,,829,,334,,1005,,566,,141,,120,,291,,233,,2592,,332,,618,,1399,,957,,915,,0,,0,,0,
Other nei,,Bigeye tuna,BET,"Indian Ocean, Eastern",57,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,61,,488,,427,,912,,1011,,1267,,1053,,654,,2500,,3170,,2585,,4280,,2616,,4786,,4944,,4038,,760,,1041,,883,,741,,700,,727,,523,,520,,970,,637,,1542,,1405,,1500,,1599,,963,,91,,0,,0,,0,
Other nei,,Bigeye tuna,BET,"Indian Ocean, Western",51,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,30,,477,,595,,1660,,1276,,2831,,2354,,4186,,6022,,4025,,10103,,7381,,10532,,12117,,14285,,17085,,19219,,15921,,10707,,11351,,7061,,4513,,4435,,3517,,2072,,2286,,2801,,1023,,1345,,5891,,2883,,1238,,1100,,1155,,0,,0,,0,
Other nei,,Black marlin,BLM,"Indian Ocean, Eastern",57,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4,,25,,23,,50,,51,,15,,16,,8,,16,,19,,26,,60,,31,,63,,74,,56,,7,,22,,17,,3,,8,,4,,5,,8,,7,,8,,32,,44,,95,,93,,10,,7,,0,,0,,0,
Other nei,,Black marlin,BLM,"Indian Ocean, Western",51,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,24,,28,,61,,29,,43,,44,,139,,49,,104,,144,,126,,70,,127,,77,,58,,48,,47,,29,,6,,14,,7,,16,,40,,58,,44,,113,,39,,19,,28,,16,,26,,0,,0,,0,
Other nei,,Blue marlin,BUM,"Indian Ocean, Eastern",57,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,12,,68,,65,,113,,118,,52,,38,,92,,179,,85,,131,,216,,207,,470,,431,,373,,32,,52,,90,,57,,45,,41,,19,,31,,57,,56,,161,,137,,114,,160,,367,,51,,0,,0,,0,
Other nei,,Blue marlin,BUM,"Indian Ocean, Western",51,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4,,169,,158,,313,,157,,200,,232,,343,,698,,328,,512,,730,,732,,1144,,878,,759,,486,,395,,254,,126,,159,,131,,44,,69,,121,,123,,138,,799,,436,,283,,317,,343,,0,,0,,0,
Other nei,,Frigate and bullet tunas,FRZ,"Indian Ocean, Western",51,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,28,,13,,10,,0,,0,,0,,0,,18,,367,,110,,513,,144,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,2,,0,,0,,0,
Other nei,,Indo-Pacific king mackerel,GUT,"Indian Ocean, Western",51,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,2,,0,,0,,0,
Other nei,,Indo-Pacific sailfish,SFA,"Indian Ocean, Eastern",57,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,3,,19,,8,,1,,1,,0,,1,,4,,4,,5,,12,,19,,83,,15,,0,,0,,0,
Other nei,,Indo-Pacific sailfish,SFA,"Indian Ocean, Western",51,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,7,,21,,41,,6,,35,,62,,128,,131,,18,,18,,0,,138,,14,,24,,0,,0,,0,
Other nei,,Kawakawa,KAW,"Indian Ocean, Western",51,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4,,3,,0,,0,,0,
Other nei,,Longtail tuna,LOT,"Indian Ocean, Western",51,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,85,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,7,,6,,0,,0,,0,
Other nei,,"Marlins,sailfishes,etc. nei",BIL,"Indian Ocean, Eastern",57,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,4,,5,,9,,6,,17,,47,,59,,63,,41,,31,,15,,31,,68,,90,,80,,8,,7,,83,,17,,105,,29,,25,,39,,31,,13,,27,,23,,53,,54,,0,0,0,0,0,,0,,0,
Other nei,,"Marlins,sailfishes,etc. nei",BIL,"Indian Ocean, Western",51,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,9,,10,,26,,206,,53,,191,,95,,281,,155,,127,,62,,227,,241,,167,,149,,125,,110,,51,,10,,63,,20,,56,,129,,209,,16,,157,,29,,37,,20,,1,,3,,0,,0,,0,
Other nei,,Narrow-barred Spanish mackerel,COM,"Indian Ocean, Western",51,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4,,4,,0,,0,,0,
Other nei,,Skipjack tuna,SKJ,"Indian Ocean, Eastern",57,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,1,,0,,0,,0,,0,,0,,0,,0,,0,,103,,65,,1848,,0,0,46,,0,0,0,0,0,0,2,,1,,371,,10,,1,,1,,1,,2,,0,0,0,0,0,0,187,,3,,0,,0,,0,
Other nei,,Skipjack tuna,SKJ,"Indian Ocean, Western",51,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,382,,8229,,8375,,6444,,4777,,7021,,7941,,10952,,10805,,10827,,17386,,24454,,22307,,18291,,24223,,29346,,33445,,40785,,26429,,31949,,20642,,4743,,4031,,4119,,2159,,3381,,3647,,6,,3,,9,,8,,149,,4,,10,,0,,0,,0,
Other nei,,Southern bluefin tuna,SBF,"Indian Ocean, Eastern",57,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,39,,0,,20,,0,,0,,0,,0,,0,,0,,0,,0,,0,,37,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Other nei,,Southern bluefin tuna,SBF,"Indian Ocean, Western",51,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,163,,102,,144,,364,,77,,0,,0,,0,,0,,0,,0,,0,,0,,0,,122,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,40,,0,,0,,0,,0,,0,
Other nei,,Striped marlin,MLS,"Indian Ocean, Eastern",57,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,20,,156,,118,,137,,127,,26,,66,,52,,193,,140,,185,,401,,254,,452,,303,,252,,35,,55,,57,,63,,35,,43,,9,,15,,14,,10,,46,,66,,50,,66,,8,,7,,0,,0,,0,
Other nei,,Striped marlin,MLS,"Indian Ocean, Western",51,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,,154,,111,,299,,180,,168,,290,,218,,1083,,679,,897,,891,,417,,611,,479,,397,,265,,221,,122,,102,,88,,94,,19,,27,,26,,51,,43,,319,,163,,38,,27,,93,,0,,0,,0,
Other nei,,Swordfish,SWO,"Indian Ocean, Eastern",57,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,79,,78,,226,,272,,166,,123,,165,,301,,659,,671,,1809,,1513,,1973,,1815,,1667,,313,,393,,654,,2265,,1226,,246,,137,,92,,227,,277,,232,,224,,442,,463,,424,,137,,0,,0,,0,
Other nei,,Swordfish,SWO,"Indian Ocean, Western",51,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,6,,132,,127,,585,,307,,654,,777,,1263,,3840,,2967,,4763,,5843,,3961,,5302,,4674,,4290,,2560,,2717,,1955,,3138,,4136,,1406,,744,,303,,972,,1584,,198,,874,,659,,366,,349,,430,,0,,0,,0,
Other nei,,Tuna-like fishes nei,TUX,"Indian Ocean, Eastern",57,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,6,,8,,11,,18,,14,,54,,16,,20,,6,,2,,4,,16,,2,,0,0,0,,0,,0,0,2,,0,0,0,0,0,0,1,,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,
Other nei,,Tuna-like fishes nei,TUX,"Indian Ocean, Western",51,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,,3,,6,,19,,27,,165,,1495,,66,,47,,21,,16,,31,,18,,3,,0,...,0,,0,,3,,6,,11,,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Other nei,,Yellowfin tuna,YFT,"Indian Ocean, Eastern",57,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,43,,255,,188,,574,,1087,,722,,580,,737,,1019,,2095,,773,,1346,,830,,5133,,1881,,1608,,315,,1405,,674,,632,,1350,,761,,418,,232,,322,,341,,1745,,2328,,3984,,3639,,2689,,119,,0,,0,,0,
Other nei,,Yellowfin tuna,YFT,"Indian Ocean, Western",51,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,661,,8370,,9390,,7129,,6241,,10747,,6584,,17950,,17211,,16206,,38219,,27477,,25412,,27445,,26924,,24965,,31671,,32075,,22839,,22993,,27023,,13614,,9885,,5818,,4176,,6190,,6663,,3811,,1140,,1294,,938,,842,,771,,991,,0,,0,,0,
Pakistan,PAK,Black marlin,BLM,"Indian Ocean, Western",51,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,170,,141,,108,,110,,134,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,943,,929,
Pakistan,PAK,Blue marlin,BUM,"Indian Ocean, Western",51,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1195,,797,,114,,176,,204,,122,,1386,,241,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,96,,93,
Pakistan,PAK,Bullet tuna,BLT,"Indian Ocean, Western",51,15,,15,,15,,23,,23,,24,,23,,58,,29,,29,,35,,32,,50,,74,,103,,112,,149,,145,,145,,131,,119,,97,,116,,91,,125,,138,,130,,116,,67,,117,,54,,83,,103,,35,,38,,63,,132,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,2,,2,,2,,3,
Pakistan,PAK,Frigate and bullet tunas,FRZ,"Indian Ocean, Western",51,90,,90,,90,,137,,141,,146,,137,,351,,176,,176,,214,,193,,304,,450,,626,,677,,904,,878,,882,,797,,724,,591,,704,,554,,759,,838,,786,,703,,409,,707,,326,,501,,627,,212,,229,,381,,803,,64,,27,,23,,0,,0,,21,,7,,36,,36,,0,,1213,,2550,,6022,,4845,,6078,,6238,,6594,,7402,,7289,,7576,,7425,,8502,,7350,,8933,,8585,,8842,,8283,,8577,,9965,,13882,,13187,,10986,,9963,
Pakistan,PAK,Indo-Pacific king mackerel,GUT,"Indian Ocean, Western",51,130,,130,,130,,199,,205,,211,,199,,509,,255,,255,,310,,279,,441,,652,,907,,981,,1310,,1273,,1279,,1155,,1049,,835,,1833,,1184,,1066,,734,,890,,1314,,1431,,2250,,468,,1786,,1797,,1965,,1704,,1808,,1910,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Pakistan,PAK,Indo-Pacific sailfish,SFA,"Indian Ocean, Western",51,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,330,,270,,204,,207,,247,,0,,0,,0,,0,,1116,,1459,,801,,1029,,0,,0,,0,,73,,61,,0,,0,,0,,0,,0,,409,,0,,0,,12,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2154,,2214,
Pakistan,PAK,Kawakawa,KAW,"Indian Ocean, Western",51,170,,170,,170,,259,,267,,275,,259,,664,,332,,332,,405,,365,,575,,851,,1183,,1280,,1709,,1661,,1669,,1507,,1369,,1117,,1332,,1047,,1436,,1585,,1487,,1329,,774,,1338,,617,,948,,1187,,401,,433,,720,,1579,,1906,,3982,,1407,,1884,,1721,,1468,,1467,,1716,,1449,,2400,,1686,,1148,,2339,,1882,,2361,,2423,,2561,,2875,,2831,,2943,,2884,,3302,,2855,,3469,,3334,,3434,,3217,,3331,,3870,,5392,,4199,,4123,,1236,
Pakistan,PAK,Longtail tuna,LOT,"Indian Ocean, Western",51,493,,493,,493,,751,,774,,798,,751,,1924,,962,,962,,1173,,1056,,1666,,2464,,3426,,3707,,4951,,4810,,4833,,4364,,3965,,3236,,3857,,3034,,4160,,4590,,4306,,3848,,2241,,3874,,1788,,2746,,3436,,1160,,1253,,2086,,4335,,5918,,6143,,4856,,6052,,5939,,5807,,4467,,5807,,5006,,4121,,4366,,4698,,9130,,7346,,9215,,9457,,9998,,11222,,11050,,11486,,11257,,12890,,11144,,13543,,13016,,13405,,12558,,13003,,15107,,21047,,19143,,11985,,3242,
Pakistan,PAK,"Marlins,sailfishes,etc. nei",BIL,"Indian Ocean, Western",51,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,680,,1121,,2208,,1932,,2241,,1939,,2175,,2758,,2662,,2811,,2198,,2264,,2633,,2061,,2124,,2304,,2298,,2219,,2215,,2143,,2194,,2403,,2134,,2390,,2445,,2830,,3756,,4128,,4204,,4500,,4290,,0,,0,
Pakistan,PAK,Narrow-barred Spanish mackerel,COM,"Indian Ocean, Western",51,417,,417,,417,,634,,654,,674,,634,,1626,,813,,813,,992,,893,,1408,,2082,,2895,,3133,,4184,,4065,,4085,,3687,,3351,,2665,,5856,,3781,,3404,,2343,,2841,,4198,,4572,,7188,,1495,,5704,,5738,,6278,,5444,,5774,,6100,,8088,,10497,,6834,,5941,,10647,,8384,,8432,,7157,,8618,,10108,,12009,,12232,,11969,,9371,,9657,,10475,,10445,,10089,,10103,,9741,,9974,,10924,,9701,,10863,,11117,,12866,,17074,,18767,,19111,,20459,,21952,,12455,,12151,
Pakistan,PAK,Seerfishes nei,KGX,"Indian Ocean, Western",51,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,9,,22,,49,,8,,6,,19,,0,,7,,9,,11,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Pakistan,PAK,Skipjack tuna,SKJ,"Indian Ocean, Western",51,479,,479,,479,,729,,752,,775,,729,,1869,,934,,934,,1139,,1025,,1618,,2393,,3327,,3601,,4808,,4672,,4694,,4239,,3851,,3143,,3747,,2947,,4040,,4458,,4183,,3737,,2177,,3763,,1737,,2668,,3338,,1127,,1217,,2026,,1519,,3680,,5515,,7478,,7555,,7419,,6113,,6918,,8134,,7089,,4140,,3810,,1918,,485,,390,,489,,502,,531,,596,,587,,610,,598,,685,,592,,719,,691,,712,,667,,691,,802,,1118,,3178,,2318,,789,
Pakistan,PAK,Striped marlin,MLS,"Indian Ocean, Western",51,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,7,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,328,,322,
Pakistan,PAK,Swordfish,SWO,"Indian Ocean, Western",51,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,25,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Pakistan,PAK,Tuna-like fishes nei,TUX,"Indian Ocean, Western",51,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,671,,836,,21,,1092,,881,,36,,0,,0,,0,,1990,,2041,,2031,,3516,,2753,,2837,,3077,,3068,,2964,,2968,,2862,,2930,,3209,,2850,,3191,,3266,,3779,,5016,,5513,,5614,,6010,,5919,,5120,,4485,
