Country (Name),Country (ISO3 code),ASFIS species (Name),ASFIS species (3-alpha code),FAO major fishing area (Name),FAO major fishing area (Code),[1950],S,[1951],S,[1952],S,[1953],S,[1954],S,[1955],S,[1956],S,[1957],S,[1958],S,[1959],S,[1960],S,[1961],S,[1962],S,[1963],S,[1964],S,[1965],S,[1966],S,[1967],S,[1968],S,[1969],S,[1970],S,[1971],S,[1972],S,[1973],S,[1974],S,[1975],S,[1976],S,[1977],S,[1978],S,[1979],S,[1980],S,[1981],S,[1982],S,[1983],S,[1984],S,[1985],S,[1986],S,[1987],S,[1988],S,[1989],S,[1990],S,[1991],S,[1992],S,[1993],S,[1994],S,[1995],S,[1996],S,[1997],S,[1998],S,[1999],S,[2000],S,[2001],S,[2002],S,[2003],S,[2004],S,[2005],S,[2006],S,[2007],S,[2008],S,[2009],S,[2010],S,[2011],S,[2012],S,[2013],S,[2014],S,[2015],S,[2016],S,[2017],S,[2018],S,[2019],S
India,IND,"Marlins,sailfishes,etc. nei",BIL,"Indian Ocean, Western",51,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,3,,2,,39,,18,,15,,8,,9,,5,,9,,9,,6,,22,,14,,23,,84,,95,,24,,7,,0,,0,0,41,,32,,57,,49,,28,,31,,87,,85,,33,,33,,29,E,51,E,97,,81,,0,,0,
India,IND,Narrow-barred Spanish mackerel,COM,"Indian Ocean, Eastern",57,1043,,908,,815,,841,,1289,,1032,,2607,,1954,,1742,,1412,,1647,,2317,,2130,,1728,,2175,,1711,,1962,,1933,,2309,,2009,,2287,,3357,,3871,,3399,,3784,,3308,,3562,,4295,,3722,,4946,,4655,,4474,,7112,,6400,,6547,,5833,,8306,,6479,,7353,,7704,,5748,,6159,,8862,,7327,,8451,,9816,,8470,,9050,,10960,,10775,,12448,,9487,,12478,,11756,,11296,,9696,,13223,,14371,,11368,,11322,,9169,,10800,,14606,,10469,,11874,,16264,,15940,,12289,,11386,,16694,
India,IND,Narrow-barred Spanish mackerel,COM,"Indian Ocean, Western",51,1986,,1728,,1553,,1600,,2454,,1965,,4963,,3719,,3317,,2688,,3138,,4413,,4055,,3290,,4142,,3257,,3737,,3681,,4395,,3825,,4356,,6392,,7371,,6471,,7205,,6297,,6783,,8176,,7086,,9417,,8864,,8520,,13541,,12187,,12464,,11105,,15813,,12337,,13999,,14667,,10945,,11726,,16874,,13952,,16091,,18688,,16127,,17231,,20865,,20517,,23700,,18062,,23760,,22385,,21508,,18461,,25174,,27363,,21645,,21555,,17456,,20564,,27810,,17546,,20219,,22214,,22696,,17880,,18574,,14086,
India,IND,Skipjack tuna,SKJ,"Indian Ocean, Eastern",57,17,,17,,17,,17,,17,,17,,17,,17,,17,,17,,17,,27,,5,,20,,17,,11,,7,,11,,18,,25,,21,,29,,20,,38,,48,,69,,50,,45,,74,,100,,105,,127,,170,,198,,248,,229,,286,,384,,339,,404,,387,,422,,489,,515,,515,,573,,577,,542,,725,,803,,756,,780,,898,,1013,,1116,,1332,,1751,,1719,,2102,,1486,,1697,,1593,,4986,,4426,,5122,,1500,,2946,,1893,,16347,,11823,
India,IND,Skipjack tuna,SKJ,"Indian Ocean, Western",51,377,,368,,367,,367,,368,,371,,373,,375,,373,,365,,370,,633,,118,,455,,393,,256,,182,,265,,405,,566,,493,,668,,476,,889,,1099,,1594,,1153,,1050,,1699,,2296,,1454,,1768,,2363,,2749,,3463,,3199,,3991,,5375,,4732,,5618,,5410,,5896,,6813,,7185,,7171,,7995,,8039,,7547,,10116,,9048,,8524,,8785,,8524,,9616,,10581,,12637,,16622,,16319,,19956,,14105,,16107,,15105,,18879,,29863,,27014,,13554,,34268,,16431,,20041,,13560,
India,IND,Striped marlin,MLS,"Indian Ocean, Eastern",57,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,,0,,54,,36,,49,,45,,32,,38,,54,,57,,0,,0,,0,,414,,0,,0,,0,,0,
India,IND,Striped marlin,MLS,"Indian Ocean, Western",51,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,62,,42,,56,,46,,32,,36,,63,,65,,0,,0,,0,,0,,0,,0,,0,,0,
India,IND,Swordfish,SWO,"Indian Ocean, Eastern",57,26,,21,,20,,20,,20,,22,,20,,20,,19,,20,,20,,20,,20,,20,,21,,20,,21,,21,,22,,22,,21,,22,,22,,22,,23,,22,,22,,22,,22,,22,,120,,56,,196,,104,,128,,120,,121,,94,,90,,114,,99,,77,,134,,183,,160,,189,,399,,376,,634,,587,,409,,424,,376,,423,,857,,471,,687,,786,,1045,,931,,1012,,1070,,790,,1684,,1616,,1963,,3389,,2094,,1361,,827,
India,IND,Swordfish,SWO,"Indian Ocean, Western",51,3,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,3,,2,,2,,2,,2,,2,,13,,6,,22,,11,,14,,13,,13,,10,,10,,12,,11,,8,,14,,19,,17,,18,,42,,39,,55,,49,,42,,46,,40,,45,,406,,319,,433,,393,,282,,437,,481,,467,,154,,242,,234,,300,,473,,368,,1516,,1482.35,
India,IND,Tuna-like fishes nei,TUX,"Indian Ocean, Eastern",57,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,1,,0,,0,,0,,0,0,0,0,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
India,IND,Tuna-like fishes nei,TUX,"Indian Ocean, Western",51,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,...
India,IND,Yellowfin tuna,YFT,"Indian Ocean, Eastern",57,161,,49,,43,,49,,87,,129,,154,,174,,206,,86,,182,,259,,164,,187,,290,,155,,197,,301,,161,,146,,152,,226,,232,,314,,381,,397,,564,,436,,837,,943,,833,,754,,1082,,486,,665,,1824,,798,,1406,,769,,1091,,1505,,1068,,774,,1815,,1271,,2402,,1705,,1647,,2301,,3297,,2385,,1426,,2455,,2302,,4271,,5895,,6536,,7734,,5732,,5603,,7586,,7976,,13364,,10027,,11040,,6870,,6717,,5172,,16112,,13769,
India,IND,Yellowfin tuna,YFT,"Indian Ocean, Western",51,469,,143,,126,,145,,251,,374,,443,,507,,599,,249,,530,,756,,478,,545,,842,,452,,571,,874,,468,,426,,441,,657,,672,,911,,1109,,1153,,1637,,1266,,2438,,2741,,2559,,2310,,3320,,1439,,1964,,5426,,2483,,4198,,2263,,3320,,4591,,3242,,2323,,4524,,3890,,6137,,5073,,4928,,5210,,5680,,4384,,2830,,4753,,4485,,7270,,9763,,11043,,13696,,10616,,10239,,13628,,14368,,18823,,24591,,22387,,10289,,12527,,8760,,21376,,19772,
Indonesia,IDN,Albacore,ALB,"Indian Ocean, Eastern",57,2,,12,,13,,13,,17,,17,,18,,17,,17,,17,,17,,18,,22,,22,,24,,25,,28,,29,,29,,30,,26,,26,,31,,28,,72,,97,,186,,174,,783,,809,,843,,880,,1101,,1139,,1235,,1281,,1038,,1284,,1559,,1767,,1416,,1538,,1632,,2105,,2434,,2549,,3449,,3800,,4036,,4386,,5109,,5624,,5137,,8278,,11242,,9285,,7950,,9367,,9194,,14570,,13035,,11474,,11023,,6137,,7658,,8688,,7024,,7024,,5604,,6482,
Indonesia,IDN,Bigeye tuna,BET,"Indian Ocean, Eastern",57,5,,30,,32,,33,,40,,40,,42,,40,,40,,40,,40,,43,,53,,54,,56,,58,,67,,68,,68,,70,,62,,60,,75,,115,,337,,570,,469,,506,,2512,,2401,,2728,,2917,,4096,,5141,,5665,,5840,,4018,,5815,,7341,,9047,,8054,,8704,,11426,,13536,,17014,,18563,,30526,,35484,,35445,,40221,,30352,,31119,,34839,,21386,,22584,,23707,,20922,,28426,,27900,,24677,,22826,,28089,,34506,,33557,,26439,,25221,,21889,,21611,,20183,,18327,
Indonesia,IDN,Black marlin,BLM,"Indian Ocean, Eastern",57,2,,11,,12,,12,,16,,16,,16,,16,,16,,16,,16,,16,,20,,21,,21,,23,,25,,26,,26,,27,,23,,23,,28,,45,,92,,101,,96,,115,,95,,129,,152,,158,,204,,188,,195,,204,,222,,239,,300,,349,,291,,342,,367,,507,,594,,627,,878,,981,,936,,1032,,832,,802,,981,,1442,,1389,,1283,,1064,,1102,,1448,,1779,,2067,,2378,,1908,,2082,,1922,,1906,,1833,,1797,,1426,,2107,
Indonesia,IDN,Blue marlin,BUM,"Indian Ocean, Eastern",57,1,,6,,6,,6,,8,,8,,9,,8,,8,,8,,8,,9,,10,,10,,10,,11,,13,,14,,14,,14,,12,,11,,15,,29,,61,,106,,90,,89,,108,,81,,136,,142,,161,,98,,106,,107,,80,,145,,209,,315,,336,,384,,615,,707,,953,,1072,,1984,,2370,,2222,,2586,,1476,,1346,,2493,,2652,,3251,,2269,,1770,,1324,,1704,,1178,,1817,,2437,,927,,680,,712,,669,,556,,545,,220,,597,
Indonesia,IDN,Frigate and bullet tunas,FRZ,"Indian Ocean, Eastern",57,166,,954,,1036,,1052,,1298,,1298,,1377,,1316,,1314,,1316,,1298,,1393,,1725,,1758,,1791,,1889,,2185,,2221,,2219,,2299,,2013,,1952,,2433,,2156,,2471,,3569,,3980,,4705,,6782,,6483,,7198,,8043,,10731,,10479,,10818,,11244,,11650,,11823,,14499,,15909,,12386,,14600,,13307,,19738,,21684,,22110,,25478,,26536,,25650,,26715,,35441,,34466,,29923,,30701,,36176,,46655,,41972,,52817,,51690,,60603,,62171,,64484,,63699,,72697,,66209,,64973,,61678,,61679,,50953,,68101,
Indonesia,IDN,Indo-Pacific king mackerel,GUT,"Indian Ocean, Eastern",57,33,,185,,202,,205,,253,,253,,268,,256,,256,,256,,253,,271,,335,,342,,349,,367,,424,,433,,432,,447,,392,,380,,474,,541,,620,,896,,999,,1181,,1292,,904,,1025,,1168,,1589,,1583,,1667,,1766,,1866,,1927,,2408,,2692,,2135,,2562,,2379,,3593,,4019,,4169,,4892,,5181,,5089,,5392,,5740,,5835,,5286,,5654,,6931,,9300,,8736,,11075,,10687,,12843,,13175,,13665,,13498,,15406,,14066,,13769,,13081,,13072,,10885,,12565,
Indonesia,IDN,Indo-Pacific sailfish,SFA,"Indian Ocean, Eastern",57,4,,23,,25,,26,,31,,31,,33,,32,,32,,32,,31,,33,,42,,43,,43,,45,,53,,54,,54,,56,,48,,47,,59,,77,,97,,145,,150,,177,,194,,95,,113,,134,,168,,146,,154,,159,,143,,165,,211,,251,,222,,257,,306,,399,,486,,523,,801,,917,,867,,977,,702,,655,,828,,1613,,591,,848,,659,,1305,,1473,,1404,,1029,,1068,,1434,,1546,,1204,,1225,,1086,,1065,,840,,1286,
Indonesia,IDN,Kawakawa,KAW,"Indian Ocean, Eastern",57,111,,641,,697,,707,,872,,872,,926,,884,,883,,884,,872,,936,,1160,,1181,,1204,,1269,,1468,,1492,,1491,,1545,,1353,,1312,,1635,,1681,,1926,,2782,,3101,,3668,,5817,,5561,,6175,,6898,,9205,,8988,,9278,,9647,,10131,,10284,,12610,,13837,,10774,,12695,,11571,,17165,,18858,,19228,,22157,,23076,,21326,,22215,,23899,,23240,,20177,,20705,,24395,,31459,,28301,,35614,,34854,,40864,,41921,,43481,,42953,,49018,,44644,,43815,,41588,,41587,,49916,,42443,
Indonesia,IDN,Longtail tuna,LOT,"Indian Ocean, Eastern",57,4,,25,,28,,28,,35,,35,,36,,35,,35,,35,,35,,37,,46,,47,,47,,50,,58,,60,,59,,61,,54,,52,,65,,59,,68,,98,,109,,128,,3176,,3035,,3370,,3764,,5024,,4905,,5064,,5265,,5468,,5550,,6805,,7470,,5815,,6855,,6245,,9267,,10180,,10381,,11961,,12458,,14611,,15217,,14079,,13693,,11885,,12197,,14370,,18533,,16672,,20980,,20533,,24074,,24696,,25615,,25301,,28877,,26300,,25816,,24499,,24499,,24472,,25876,
Indonesia,IDN,"Marlins,sailfishes,etc. nei",BIL,"Indian Ocean, Eastern",57,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,9,,14,,130,,55,,201,,325,,358,,204,,163,,424,,512,,1039,,1418,,310,,3,,2,,2,,0,,0,
Indonesia,IDN,Narrow-barred Spanish mackerel,COM,"Indian Ocean, Eastern",57,81,,468,,508,,515,,636,,636,,675,,645,,644,,645,,636,,683,,846,,862,,877,,926,,1071,,1088,,1087,,1127,,987,,956,,1193,,1365,,1564,,2260,,2520,,2980,,3259,,2925,,3315,,3776,,5140,,5120,,5390,,5712,,6014,,6223,,7775,,8691,,6893,,8271,,7675,,11595,,12966,,13457,,15780,,16723,,16423,,17402,,18523,,18828,,17056,,18238,,22367,,30011,,28191,,35740,,34487,,41444,,42516,,44098,,43556,,49713,,45277,,44593,,42270,,42213,,33661,,40351,
Indonesia,IDN,Skipjack tuna,SKJ,"Indian Ocean, Eastern",57,455,,2623,,2851,,2894,,3573,,3573,,3790,,3620,,3617,,3620,,3573,,3832,,4747,,4838,,4928,,5195,,6011,,6109,,6102,,6325,,5540,,5371,,6696,,8548,,9795,,14151,,15774,,18653,,13362,,12773,,14179,,15843,,21142,,20643,,21312,,22154,,22565,,22900,,28082,,30817,,23993,,28274,,25771,,38230,,41999,,42823,,49346,,51392,,46339,,48264,,45959,,44694,,38802,,40386,,47353,,60866,,54674,,68987,,67521,,78851,,80621,,83627,,88132,,96240,,85946,,84604,,80256,,80431,,79012,,129042,
Indonesia,IDN,Southern bluefin tuna,SBF,"Indian Ocean, Eastern",57,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,8,,5,,4,,7,,4,,3,,20,,25,,25,,24,,21,,40,,71,,121,,145,,175,,296,,589,,460,,486,,1349,,1888,,1244,,2351,,1068,,1472,,1778,,564,,633,,1724,,598,,1079,,891,,641,,636,,842,,910,,1383,,1063,,593,,601,,835,,1087,,1206,
Indonesia,IDN,Striped marlin,MLS,"Indian Ocean, Eastern",57,1,,6,,7,,7,,9,,9,,9,,9,,9,,9,,9,,9,,11,,12,,12,,13,,14,,15,,15,,16,,14,,13,,16,,20,,30,,79,,71,,53,,81,,63,,71,,50,,62,,54,,56,,58,,55,,64,,85,,102,,92,,106,,131,,169,,208,,225,,353,,406,,383,,435,,302,,317,,450,,324,,441,,490,,447,,432,,481,,517,,796,,1106,,708,,802,,655,,842,,530,,552,,370,,577,
Indonesia,IDN,Swordfish,SWO,"Indian Ocean, Eastern",57,1,,4,,5,,5,,6,,6,,6,,6,,6,,6,,6,,6,,7,,7,,7,,8,,9,,9,,9,,9,,8,,8,,10,,12,,30,,45,,41,,45,,55,,116,,135,,153,,193,,161,,169,,175,,137,,172,,230,,295,,275,,323,,431,,535,,679,,746,,1247,,1457,,1374,,1570,,1012,,1256,,1827,,3305,,3435,,2662,,2368,,2489,,2294,,2007,,2902,,3109,,4223,,4341,,2491,,4177,,1772,,1737,,982,,1877,
Indonesia,IDN,Tuna-like fishes nei,TUX,"Indian Ocean, Eastern",57,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,,115,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,E
Indonesia,IDN,Yellowfin tuna,YFT,"Indian Ocean, Eastern",57,131,,750,,815,,828,,1022,,1022,,1083,,1035,,1034,,1035,,1022,,1096,,1357,,1383,,1409,,1485,,1719,,1747,,1745,,1808,,1584,,1536,,1915,,2272,,2774,,4259,,4950,,6010,,4391,,4351,,5359,,6203,,7561,,5536,,5675,,5837,,6145,,6857,,9068,,11302,,10408,,12344,,15562,,20050,,24964,,27119,,43759,,50631,,46661,,53120,,40993,,39799,,34638,,30781,,30389,,31405,,24787,,29835,,29909,,26735,,29289,,33550,,31293,,32807,,25275,,25945,,22636,,22162,,22635,,35567,
Iran (Islamic Rep. of),IRN,Albacore,ALB,"Indian Ocean, Western",51,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,,16,,9,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,
Iran (Islamic Rep. of),IRN,Bigeye tuna,BET,"Indian Ocean, Eastern",57,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,95,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Iran (Islamic Rep. of),IRN,Bigeye tuna,BET,"Indian Ocean, Western",51,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,153,,261,,310,,617,,347,,430,,127,,0,,0,,387,,1202,,492,,776,,1003,,609,,2165,,1644,,1649,,2269,,2444,,3069,,3606,,3700,,1949,
Iran (Islamic Rep. of),IRN,Black marlin,BLM,"Indian Ocean, Western",51,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,2,,4,,6,,23,,116,,190,,65,,137,,330,,172,,570,,448,,598,,940,,1883,,4049,,4643,,3859,,2028,,1458,,1748,,1049,,2524,,3041,,4173,,6179,,5958,,4148,,4974,,5859,,5415,
Iran (Islamic Rep. of),IRN,Blue marlin,BUM,"Indian Ocean, Western",51,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,0,1,,2,,7,,35,,58,,20,,41,,100,,51,,173,,137,,183,,286,,575,,1237,,1418,,1179,,619,,446,,534,,320,,980,,904,,1254,,1738,,1816,,1363,,1561,,0,,780,
Iran (Islamic Rep. of),IRN,Frigate and bullet tunas,FRZ,"Indian Ocean, Western",51,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,326,,394,,348,,160,,70,,480,,300,,436,,200,,3100,,755,,564,,541,,590,,785,,562,,611,,1144,,1459,,1616,,2444,,5308,,7163,,5179,,6172,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Iran (Islamic Rep. of),IRN,Frigate tuna,FRI,"Indian Ocean, Western",51,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,5995,,8210,,6872,,13493,,10655,,10244,,10265,,9311,,8958,
Iran (Islamic Rep. of),IRN,Indo-Pacific king mackerel,GUT,"Indian Ocean, Western",51,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1420,,1676,,931,,490,,465,,706,,667,,1673,,2253,,2480,,2218,,1636,,1650,,2310,,4340,,2342,,4129,,3476,,4100,,2474,,4031,,3695,,4279,,3087,,4050,,3797,,4078,,2669,,3170,,3867,,5497,,5752,,6867,,7242,,7659,,9447,,10029,,10339,
Iran (Islamic Rep. of),IRN,Indo-Pacific sailfish,SFA,"Indian Ocean, Western",51,17,,17,,17,,17,,17,,17,,15,,15,,15,,15,,15,,15,,15,,15,,13,,14,,14,,15,,19,,16,,15,,16,,15,,15,,68,,68,,168,,94,,69,,141,,155,,42,,94,,88,,91,,90,,119,,173,,187,,194,,176,,161,,132,,550,,772,,1790,,2086,,1769,,1538,,2266,,2346,,2179,,2719,,4207,,5399,,4960,,4239,,2912,,3238,,5105,,7486,,4273,,6365,,7475,,11598,,9745,,7809,,10453,,10605,,10525,
Iran (Islamic Rep. of),IRN,Kawakawa,KAW,"Indian Ocean, Western",51,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,113,,79,,108,,176,,167,,183,,306,,318,,0,...,198,,242,,429,,716,,2633,,4156,,1707,,1870,,647,,2165,,766,,696,,660,,722,,518,,2100,,2390,,5665,,7822,,8451,,10858,,13500,,12474,,16361,,14066,,11645,,11803,,12595,,15720,,20439,,17827,,16336,,22224,,26222,,28764,,29399,,28392,,33907,,38774,,37111,,37940,
Iran (Islamic Rep. of),IRN,Longtail tuna,LOT,"Indian Ocean, Western",51,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,638,,114,,665,,858,,868,,947,,1393,,1553,,0,...,846,,969,,2229,,2924,,5924,,6421,,11848,,11710,,12069,,16907,,19399,,14924,,14552,,10372,,9140,,12906,,18880,,17147,,17872,,19433,,20710,,38720,,34896,,29853,,30284,,19528,,18528,,25142,,28596,,32620,,48493,,64450,,80877,,76201,,66572,,65613,,59647,,55147,,60214,,61168,,49019,
Iran (Islamic Rep. of),IRN,Narrow-barred Spanish mackerel,COM,"Indian Ocean, Western",51,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,76,,1436,,621,,735,,697,,1063,,1000,,2510,,3380,,3720,,3328,,2869,,3300,,3850,,3560,,3939,,4490,,4609,,7075,,6071,,8557,,8145,,7079,,6164,,8778,,9658,,10292,,7691,,10884,,14743,,16442,,20021,,23638,,22798,,23681,,24067,,25195,,23776,
Iran (Islamic Rep. of),IRN,Skipjack tuna,SKJ,"Indian Ocean, Eastern",57,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,,3,,157,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Iran (Islamic Rep. of),IRN,Skipjack tuna,SKJ,"Indian Ocean, Western",51,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,347,,808,,1148,,4291,,4353,,7400,,2450,,3239,,8240,,8185,,11460,,18490,,26058,,29859,,36032,,53646,,80651,,102669,,68068,,43900,,47094,,22285,,17364,,27051,,33595,,39699,,38721,,39158,,53300,,49964,,39773,
Iran (Islamic Rep. of),IRN,Striped marlin,MLS,"Indian Ocean, Western",51,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,0,1,,1,,3,,16,,27,,9,,19,,46,,23,,79,,63,,84,,132,,265,,569,,652,,542,,285,,205,,246,,147,,454,,418,,574,,810,,839,,634,,753,,898,,796,
Iran (Islamic Rep. of),IRN,Swordfish,SWO,"Indian Ocean, Western",51,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,0,1,,1,,5,,23,,37,,13,,35,,73,,46,,124,,89,,118,,191,,370,,796,,913,,759,,399,,287,,344,,206,,635,,586,,804,,1134,,1174,,887,,1054,,1258,,1115,
Iran (Islamic Rep. of),IRN,Tuna-like fishes nei,TUX,"Indian Ocean, Western",51,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,
